DT,CD,NM,FRGN_RT,END_PRC,VOL,PRC_AVG_5,VOL_AVG_5,PRC_AVG_10,VOL_AVG_10,PRC_MEDIAN,VOL_MEDIAN,REMAIN_SELL,REMAIN_BUY,REMAIN_BUY_AMOUNT,DAY_SUMMARY
2022-03-25,A098120,마이크로컨텍솔,14.89,11050,76436,10890,57262,10541,63758,10675,60328,27759,15439,-29.0,"{'시가': '11150', '고가': '11200', '저가': '10850', '52주 최저': '5300', '52주 최고': '15650'}"
2022-03-25,A095570,AJ네트웍스,4.87,6030,83139,5900,153172,5765,109332,5715,64439,10822,11125,20.0,"{'시가': '6100', '고가': '6130', '저가': '5970', '52주 최저': '4290', '52주 최고': '7320'}"
2022-03-25,A282330,BGF리테일,30.96,181000,32534,179600,33326,177350,46458,178500,38709,10789,5453,-740.0,"{'시가': '180000', '고가': '182500', '저가': '178500', '52주 최저': '136500', '52주 최고': '193000'}"
2022-03-25,A000995,DB하이텍1우,1.07,94700,171,94680,136,93790,275,93900,200,242,423,13.0,"{'시가': '95000', '고가': '95000', '저가': '94700', '52주 최저': '90000', '52주 최고': '143000'}"
2022-03-25,A000990,DB하이텍,24.09,76000,998870,74520,1046020,72130,881717,72200,787426,29007,62391,1812.0,"{'시가': '78400', '고가': '78500', '저가': '75700', '52주 최저': '49200', '52주 최고': '85400'}"
2022-03-25,A000215,DL우,7.19,37850,2035,37670,1382,37410,1044,37475,909,1008,1097,15.0,"{'시가': '38150', '고가': '38650', '저가': '37850', '52주 최저': '32950', '52주 최고': '63200'}"
2022-03-25,A001880,DL건설,2.17,29650,32490,29730,28123,29950,39693,29800,32335,4212,2805,4.0,"{'시가': '30350', '고가': '30600', '저가': '29650', '52주 최저': '24350', '52주 최고': '38500'}"
2022-03-25,A000210,DL,12.32,58600,125837,59480,58328,59420,50596,59500,40133,4996,11334,307.0,"{'시가': '60100', '고가': '60600', '저가': '58300', '52주 최저': '53900', '52주 최고': '107000'}"
2022-03-25,A007700,F&F홀딩스,0.66,27650,90344,26610,45791,26225,51973,26175,36499,10123,2371,-163.0,"{'시가': '26500', '고가': '27800', '저가': '26400', '52주 최저': '23850', '52주 최고': '180500'}"
2022-03-25,A078935,GS우,9.55,34650,2584,34740,2232,34635,2304,34600,2463,1259,1258,-4.0,"{'시가': '34750', '고가': '34900', '저가': '34650', '52주 최저': '31850', '52주 최고': '42750'}"
2022-03-25,A078930,GS,19.11,40800,160415,40400,140007,40240,173396,40225,168024,30144,13979,-554.0,"{'시가': '40300', '고가': '40850', '저가': '40200', '52주 최저': '37000', '52주 최고': '50300'}"
2022-03-25,A016385,KG동부제철우,0.0,109000,37,105600,117,104200,81,104500,43,329,76,-9.0,"{'시가': '107000', '고가': '109500', '저가': '107000', '52주 최저': '91100', '52주 최고': '214500'}"
2022-03-25,A016380,KG동부제철,1.13,11150,249204,11340,447347,11065,367746,11150,236826,39133,107346,692.0,"{'시가': '11400', '고가': '11400', '저가': '11050', '52주 최저': '9200', '52주 최고': '25150'}"
2022-03-25,A051905,LG생활건강우,83.59,522000,2727,515400,4420,506400,6063,510500,5439,1392,261,-524.0,"{'시가': '515000', '고가': '522000', '저가': '514000', '52주 최저': '476000', '52주 최고': '807000'}"
2022-03-25,A051900,LG생활건강,40.93,867000,33691,862000,50260,852200,75289,856000,80738,4618,2781,-2368.0,"{'시가': '866000', '고가': '867000', '저가': '856000', '52주 최저': '825000', '52주 최고': '1784000'}"
2022-03-25,A011070,LG이노텍,25.85,403000,198575,404800,397255,381900,426156,390250,438464,9562,17703,2953.0,"{'시가': '406000', '고가': '410000', '저가': '402000', '52주 최저': '181000', '52주 최고': '414500'}"
2022-03-25,A051915,LG화학우,71.64,264500,23395,258800,21685,252800,25206,251500,23842,809,1650,66.0,"{'시가': '269000', '고가': '269500', '저가': '260000', '52주 최저': '239500', '52주 최고': '455000'}"
2022-03-25,A051910,LG화학,48.46,526000,321410,509400,338493,484350,488464,489250,474509,16534,25971,2770.0,"{'시가': '536000', '고가': '537000', '저가': '520000', '52주 최저': '437000', '52주 최고': '965000'}"
2022-03-25,A001120,LX인터내셔널,24.65,33800,275119,33450,629756,31970,538611,31300,418975,33171,21815,-119.0,"{'시가': '34000', '고가': '34400', '저가': '33400', '52주 최저': '22300', '52주 최고': '38150'}"
2022-03-25,A035420,NAVER,54.62,333000,556344,339400,457793,337300,597302,339250,570526,26458,65704,6953.0,"{'시가': '339500', '고가': '340000', '저가': '332500', '52주 최저': '297000', '52주 최고': '465000'}"
2022-03-25,A008260,NI스틸,4.88,5080,1978130,5035,1483337,4899,999193,4940,394851,11852,37034,78.0,"{'시가': '4970', '고가': '5420', '저가': '4880', '52주 최저': '2960', '52주 최고': '6650'}"
2022-03-25,A010060,OCI,14.18,109000,423823,111000,325835,110500,319186,109750,267327,37270,48320,1572.0,"{'시가': '115000', '고가': '115500', '저가': '108500', '52주 최저': '84100', '52주 최고': '169000'}"
2022-03-25,A010955,S-Oil우,14.11,54300,6780,53800,8957,52465,9812,52750,8570,2893,1234,-40.0,"{'시가': '53700', '고가': '54400', '저가': '53500', '52주 최저': '43750', '52주 최고': '66200'}"
2022-03-25,A010950,S-Oil,78.25,92200,466825,89860,426273,87270,409849,86600,408059,52124,17152,-2216.0,"{'시가': '90000', '고가': '92200', '저가': '89400', '52주 최저': '77200', '52주 최고': '117500'}"
2022-03-25,A950110,SBI핀테크솔루션즈,80.15,7010,11039,7036,9470,7045,9308,7055,10254,1578,4859,-2.0,"{'시가': '6970', '고가': '7060', '저가': '6940', '52주 최저': '6200', '52주 최고': '11900'}"
2022-03-25,A001770,SHD,1.56,31550,11390,32050,12753,31125,8397,30775,5268,815,622,-15.0,"{'시가': '32550', '고가': '32550', '저가': '30900', '52주 최저': '22650', '52주 최고': '43350'}"
2022-03-25,A009160,SIMPAC,7.48,8300,231487,8230,272282,8123,449215,8070,496118,7928,45962,225.0,"{'시가': '8500', '고가': '8560', '저가': '8280', '52주 최저': '3130', '52주 최고': '9870'}"
2022-03-25,A210980,SK디앤디,5.02,30700,9195,30930,11736,30750,14847,30775,13425,1644,1296,14.0,"{'시가': '30750', '고가': '31150', '저가': '30700', '52주 최저': '25800', '52주 최고': '39700'}"
2022-03-25,A002710,TCC스틸,0.89,10500,480636,10540,1017663,10260,982640,10250,898402,126664,130162,568.0,"{'시가': '10800', '고가': '10800', '저가': '10400', '52주 최저': '4445', '52주 최고': '13650'}"
2022-03-25,A013580,계룡건설,23.51,42150,76798,40940,127939,40090,127957,39625,99107,13073,4945,-301.0,"{'시가': '42300', '고가': '42850', '저가': '41100', '52주 최저': '29350', '52주 최고': '45000'}"
2022-03-25,A049720,고려신용정보,1.21,8680,13550,8680,21375,8758,54872,8710,30412,2882,6436,5.0,"{'시가': '8720', '고가': '8720', '저가': '8600', '52주 최저': '6560', '52주 최고': '11750'}"
2022-03-25,A098460,고영,63.51,19000,248499,18620,217630,18185,229161,17975,210052,37294,23109,-51.0,"{'시가': '19200', '고가': '19200', '저가': '18700', '52주 최저': '16750', '52주 최고': '122800'}"
2022-03-25,A215000,골프존,20.31,149600,21988,148140,30786,145420,35476,145900,35854,3015,2932,-86.0,"{'시가': '149100', '고가': '149800', '저가': '148400', '52주 최저': '85000', '52주 최고': '193500'}"
2022-03-25,A121440,골프존뉴딘홀딩스,1.54,8210,91343,8266,67760,8201,61460,8175,41057,2681,24145,80.0,"{'시가': '8350', '고가': '8350', '저가': '8170', '52주 최저': '6980', '52주 최고': '11200'}"
2022-03-25,A007690,국도화학,19.96,59100,33906,58240,35149,57570,33571,57350,32214,8472,3898,-59.0,"{'시가': '59500', '고가': '59500', '저가': '58200', '52주 최저': '50200', '52주 최고': '108500'}"
2022-03-25,A083450,GST,9.57,31700,88480,31180,68664,30460,107511,30750,96781,14030,13566,-69.0,"{'시가': '31700', '고가': '32050', '저가': '31350', '52주 최저': '21450', '52주 최고': '38600'}"
2022-03-25,A002995,금호건설우,0.0,31100,442,31620,586,31455,658,31600,610,38,123,0.0,"{'시가': '31950', '고가': '31950', '저가': '30600', '52주 최저': '25400', '52주 최고': '55000'}"
2022-03-25,A002990,금호건설,6.21,11400,103818,11560,144653,11485,166141,11475,146140,47148,47362,127.0,"{'시가': '11550', '고가': '11650', '저가': '11350', '52주 최저': '9280', '52주 최고': '14350'}"
2022-03-25,A011785,금호석유우,8.58,89100,41947,90040,23162,87740,18818,87500,16907,1289,3149,-17.0,"{'시가': '92400', '고가': '93300', '저가': '88500', '52주 최저': '78100', '52주 최고': '155000'}"
2022-03-25,A011780,금호석유,20.23,156000,295383,160200,139752,157650,124477,158500,105560,18459,43164,2818.0,"{'시가': '161500', '고가': '161500', '저가': '154000', '52주 최저': '140500', '52주 최고': '298500'}"
2022-03-25,A190510,나무가,2.45,11500,200162,11490,212846,11155,346768,11450,191783,61966,65887,51.0,"{'시가': '11550', '고가': '11650', '저가': '11300', '52주 최저': '7640', '52주 최고': '20500'}"
2022-03-25,A130580,나이스디앤비,45.35,9700,7801,9664,5785,9647,5137,9660,5302,3035,1250,-10.0,"{'시가': '9720', '고가': '9720', '저가': '9630', '52주 최저': '8740', '52주 최고': '11650'}"
2022-03-25,A036800,나이스정보통신,22.38,28950,18583,29000,17989,29400,22210,29400,19658,2605,8386,29.0,"{'시가': '28950', '고가': '29150', '저가': '28600', '52주 최저': '25800', '52주 최고': '37100'}"
2022-03-25,A030190,NICE평가정보,38.41,19800,59228,19540,139090,18920,133461,18575,109965,12484,6303,-63.0,"{'시가': '19950', '고가': '19950', '저가': '19650', '52주 최저': '17050', '52주 최고': '26300'}"
2022-03-25,A042420,네오위즈홀딩스,3.26,53900,208821,53120,170273,51975,177250,52200,154829,7640,11605,192.0,"{'시가': '54200', '고가': '55200', '저가': '53500', '52주 최저': '22350', '52주 최고': '100000'}"
2022-03-25,A041140,넥슨지티,1.15,27350,23394279,23890,6441314,23170,4435991,22975,2621787,15528,57972,641.0,"{'시가': '25250', '고가': '29500', '저가': '24100', '52주 최저': '9450', '52주 최고': '25450'}"
2022-03-25,A194700,노바렉스,2.25,41200,7915,41260,25140,41450,22112,41350,17824,614,1927,63.0,"{'시가': '41750', '고가': '41950', '저가': '41200', '52주 최저': '31250', '52주 최고': '50700'}"
2022-03-25,A285490,노바텍,0.56,37750,28346,37090,36666,36115,43153,36025,39850,2958,3918,89.0,"{'시가': '38250', '고가': '38400', '저가': '37500', '52주 최저': '30200', '52주 최고': '51900'}"
2022-03-25,A270870,뉴트리,3.46,19750,8888,19790,11061,19365,13158,19500,12087,4025,11613,102.0,"{'시가': '19850', '고가': '19850', '저가': '19600', '52주 최저': '18400', '52주 최고': '43350'}"
2022-03-25,A119860,다나와,10.87,23200,22822,23070,29479,22750,49148,23075,31593,6942,7822,3.0,"{'시가': '23300', '고가': '23400', '저가': '22950', '52주 최저': '21000', '52주 최고': '41550'}"
2022-03-25,A023590,다우기술,22.18,22050,59074,22420,45430,22525,86155,22525,65324,8994,12763,79.0,"{'시가': '22500', '고가': '22500', '저가': '22000', '52주 최저': '19200', '52주 최고': '29700'}"
2022-03-25,A009190,대양금속,1.4,4890,1494916,4917,2777170,4788,3805060,4907,2095633,12362,29458,50.0,"{'시가': '5090', '고가': '5090', '저가': '4890', '52주 최저': '3760', '52주 최고': '6400'}"
2022-03-25,A047040,대우건설,10.94,7070,1879915,7072,1758834,7112,2872822,7100,2258219,130923,255397,100.0,"{'시가': '7160', '고가': '7230', '저가': '7020', '52주 최저': '5300', '52주 최고': '9540'}"
2022-03-25,A078600,대주전자재료,13.61,93000,117337,92520,116582,89000,166352,91350,146012,11946,5308,-182.0,"{'시가': '94900', '고가': '95100', '저가': '92500', '52주 최저': '40450', '52주 최고': '130500'}"
2022-03-25,A054670,대한뉴팜,1.76,12500,1042434,11720,340962,11380,221090,11350,149439,118429,26134,-579.0,"{'시가': '11500', '고가': '12600', '저가': '11350', '52주 최저': '9790', '52주 최고': '12750'}"
2022-03-25,A084010,대한제강,9.68,21300,230319,21600,228477,21695,242649,21450,200701,13464,71889,110.0,"{'시가': '22250', '고가': '22300', '저가': '21100', '52주 최저': '13500', '52주 최고': '26600'}"
2022-03-25,A005880,대한해운,6.15,2745,1347530,2782,1576819,2836,2261563,2815,2028107,124615,299937,148.0,"{'시가': '2810', '고가': '2810', '저가': '2720', '52주 최저': '2030', '52주 최고': '3990'}"
2022-03-25,A298540,더네이쳐홀딩스,14.21,33450,88736,32900,104516,32580,109645,32550,96334,7030,3929,-98.0,"{'시가': '33050', '고가': '33700', '저가': '32800', '52주 최저': '26400', '52주 최고': '81400'}"
2022-03-25,A192080,더블유게임즈,10.12,51500,44967,51440,34468,51180,38880,51400,36169,5196,8654,208.0,"{'시가': '51700', '고가': '52300', '저가': '51400', '52주 최저': '47600', '52주 최고': '86400'}"
2022-03-25,A299170,더블유에스아이,0.02,2520,19474,2528,53369,2509,49980,2510,42798,7632,5879,-9.0,"{'시가': '2480', '고가': '2525', '저가': '2480', '52주 최저': '2285', '52주 최고': '3560'}"
2022-03-25,A145720,덴티움,17.58,75800,228886,72840,101269,71870,149602,72050,162303,14405,2263,-526.0,"{'시가': '72500', '고가': '76400', '저가': '72000', '52주 최저': '52100', '52주 최고': '92400'}"
2022-03-25,A001230,동국제강,22.44,17250,1060969,17510,1691741,17150,1188174,17125,824016,77057,115328,617.0,"{'시가': '17850', '고가': '17900', '저가': '17200', '52주 최저': '11350', '52주 최고': '27850'}"
2022-03-25,A005965,동부건설우,18.65,30000,2501,29870,3568,30175,4418,29950,3989,396,1326,17.0,"{'시가': '30500', '고가': '30500', '저가': '29800', '52주 최저': '22950', '52주 최고': '90300'}"
2022-03-25,A005960,동부건설,1.64,14100,44759,14200,59309,14260,86523,14275,63743,31418,28252,-29.0,"{'시가': '14250', '고가': '14300', '저가': '14050', '52주 최저': '12350', '52주 최고': '15900'}"
2022-03-25,A005290,동진쎄미켐,7.07,40350,1558097,38770,1271601,36015,1206392,37200,1090413,14551,49826,1022.0,"{'시가': '40050', '고가': '40950', '저가': '39650', '52주 최저': '25000', '52주 최고': '52100'}"
2022-03-25,A000155,두산우,14.84,83700,5889,85640,8868,85570,8842,85400,7915,483,464,-25.0,"{'시가': '85400', '고가': '86600', '저가': '83200', '52주 최저': '38900', '52주 최고': '91100'}"
2022-03-25,A000157,두산2우B,0.03,143000,15840,140100,36850,145650,24985,144500,15085,524,922,-4.0,"{'시가': '144000', '고가': '150000', '저가': '138500', '52주 최저': '56300', '52주 최고': '235000'}"
2022-03-25,A000150,두산,12.06,107500,385016,113500,605105,116750,361630,116750,102681,21464,53050,3071.0,"{'시가': '112000', '고가': '112500', '저가': '107500', '52주 최저': '48650', '52주 최고': '148000'}"
2022-03-25,A192650,드림텍,20.07,10500,180006,10540,186002,10520,211835,10550,189901,93625,112538,197.0,"{'시가': '10650', '고가': '10650', '저가': '10500', '52주 최저': '9210', '52주 최고': '14000'}"
2022-03-25,A024090,디씨엠,1.36,24000,48956,23830,49641,23405,50975,23300,42465,6166,4290,-65.0,"{'시가': '24650', '고가': '24650', '저가': '23500', '52주 최저': '14850', '52주 최고': '32200'}"
2022-03-25,A092200,디아이씨,2.07,4915,137808,4977,181577,4954,164783,4965,161977,8402,42494,124.0,"{'시가': '4940', '고가': '5000', '저가': '4910', '52주 최저': '2960', '52주 최고': '7650'}"
2022-03-25,A263690,디알젬,15.1,10150,32945,9896,18751,9656,16352,9795,13296,7579,3635,-17.0,"{'시가': '9810', '고가': '10150', '저가': '9810', '52주 최저': '8650', '52주 최고': '18500'}"
2022-03-25,A263720,디앤씨미디어,0.94,32050,19223,31390,24472,30245,25785,30450,22317,3050,2145,26.0,"{'시가': '32100', '고가': '32500', '저가': '31750', '52주 최저': '28200', '52주 최고': '61900'}"
2022-03-25,A039840,디오,27.93,36850,71995,36470,61336,36185,199927,36400,105861,7088,6149,64.0,"{'시가': '36200', '고가': '37200', '저가': '36150', '52주 최저': '29900', '52주 최고': '55000'}"
2022-03-25,A068930,디지털대성,1.74,8990,64070,9014,82729,8877,136904,8985,80670,2385,9509,17.0,"{'시가': '8860', '고가': '9020', '저가': '8790', '52주 최저': '7550', '52주 최고': '10200'}"
2022-03-25,A281740,레이크머티리얼즈,0.52,4820,330281,4860,725048,4754,475853,4770,302974,40725,48671,49.0,"{'시가': '4855', '고가': '4870', '저가': '4790', '52주 최저': '3355', '52주 최고': '5690'}"
2022-03-25,A004000,롯데정밀화학,20.7,80200,110534,79400,101946,78580,100227,78250,108324,11632,5648,-267.0,"{'시가': '80800', '고가': '80800', '저가': '79200', '52주 최저': '55700', '52주 최고': '101500'}"
2022-03-25,A058470,리노공업,47.86,185500,25563,186160,22073,185370,34671,186550,34856,1265,794,-13.0,"{'시가': '186400', '고가': '187800', '저가': '184100', '52주 최저': '150100', '52주 최고': '216700'}"
2022-03-25,A377450,리파인,1.95,14700,66667,14500,181777,14085,141588,14275,89133,23031,41741,5.0,"{'시가': '14500', '고가': '14750', '저가': '14300', '52주 최저': '11650', '52주 최고': '18900'}"
2022-03-25,A169330,엠브레인,22.46,4330,236460,4295,220368,4445,272285,4327,212313,18766,17901,-23.0,"{'시가': '4295', '고가': '4350', '저가': '4285', '52주 최저': '4230', '52주 최고': '14100'}"
2022-03-25,A267980,매일유업,15.21,66200,17892,66020,14079,65540,17402,65700,15205,3104,2361,-109.0,"{'시가': '66000', '고가': '66500', '저가': '65400', '52주 최저': '63700', '52주 최고': '83400'}"
2022-03-25,A093520,매커스,16.78,12400,2980841,10584,2202343,9427,1202674,8675,417923,80481,21533,-241.0,"{'시가': '11400', '고가': '13450', '저가': '11350', '52주 최저': '5210', '52주 최고': '11700'}"
2022-03-25,A067280,멀티캠퍼스,6.8,43100,4069,42920,6312,42395,6264,42550,6527,609,778,-4.0,"{'시가': '43250', '고가': '44000', '저가': '42750', '52주 최저': '32000', '52주 최고': '54000'}"
2022-03-25,A215200,메가스터디교육,31.65,100100,47578,98880,56720,96680,96069,98000,67229,2983,3071,61.0,"{'시가': '99200', '고가': '101000', '저가': '98800', '52주 최저': '54900', '52주 최고': '102000'}"
2022-03-25,A138040,메리츠금융지주,7.9,36150,532740,35730,377075,34690,482291,34300,487687,5480,40840,1113.0,"{'시가': '37800', '고가': '38550', '저가': '36150', '52주 최저': '14900', '52주 최고': '55900'}"
2022-03-25,A008560,메리츠증권,12.52,6250,2302648,6020,1248459,5912,1559053,5940,1151615,159659,92732,-504.0,"{'시가': '5970', '고가': '6270', '저가': '5960', '52주 최저': '4165', '52주 최고': '6750'}"
2022-03-25,A000060,메리츠화재,11.62,44050,217802,43040,264308,41265,336322,41450,340263,4933,12352,65.0,"{'시가': '43700', '고가': '44700', '저가': '43550', '52주 최저': '17150', '52주 최고': '53500'}"
2022-03-25,A059210,메타바이오메드,4.25,2780,95281,2752,118691,2726,119124,2735,116831,8885,30975,15.0,"{'시가': '2770', '고가': '2795', '저가': '2750', '52주 최저': '2450', '52주 최고': '3885'}"
2022-03-25,A058110,멕아이씨에스,1.09,8320,188116,8246,166613,8259,168620,8235,160738,15747,11609,21.0,"{'시가': '8250', '고가': '8390', '저가': '8170', '52주 최저': '7930', '52주 최고': '19000'}"
2022-03-25,A009900,명신산업,4.45,22950,239517,23110,517303,23120,445696,23075,257887,17163,100886,1724.0,"{'시가': '23200', '고가': '23250', '저가': '22950', '52주 최저': '21500', '52주 최고': '39250'}"
2022-03-25,A100030,모바일리더,0.93,21100,3692,20830,6423,20670,4461,20650,3614,5633,6036,-10.0,"{'시가': '21200', '고가': '21200', '저가': '20800', '52주 최저': '16800', '52주 최고': '26650'}"
2022-03-25,A008420,문배철강,0.55,5210,1601666,5174,6888155,4780,4516020,4535,1388048,11517,81727,315.0,"{'시가': '5410', '고가': '5420', '저가': '5200', '52주 최저': '3350', '52주 최고': '6600'}"
2022-03-25,A002840,미원상사,3.74,175000,961,175500,1189,175350,1746,175250,1396,362,2034,204.0,"{'시가': '175500', '고가': '175500', '저가': '174000', '52주 최저': '172000', '52주 최고': '243500'}"
2022-03-25,A268280,미원에스씨,0.58,195500,358,194800,759,193050,1060,193500,975,1106,916,94.0,"{'시가': '194500', '고가': '195500', '저가': '194000', '52주 최저': '155500', '52주 최고': '241500'}"
2022-03-25,A214180,민앤지,12.79,18200,27860,18030,36655,17820,30297,17875,27981,14374,10625,23.0,"{'시가': '18300', '고가': '18350', '저가': '18100', '52주 최저': '16550', '52주 최고': '23750'}"
